steps,Achem0,Achem1,Achem2,Achem3,Achem4,Achem5,Achem6,Achem7,AreactRate,Bchem0,Bchem1,Bchem2,Bchem3,Bchem4,Bchem5,Bchem6,Bchem7,BreactRate,Cchem0,Cchem1,Cchem2,Cchem3,Cchem4,Cchem5,Cchem6,Cchem7,CreactRate,Dchem0,Dchem1,Dchem2,Dchem3,Dchem4,Dchem5,Dchem6,Dchem7,DreactRate,B1thres,B1chance,C1thres,C1chance,C2thres,C2chance,C3thres,C3chance,D1thres,D1chance,D2thres,D2chance,zeros
124,0,0,0,0,0,4,23,0,52,21,0,0,0,0,0,0,7,55,5,9,14,0,0,0,0,0,53,16,15,0,0,0,0,0,0,58,100,42,100,42,100,42,100,42,100,42,100,42,0
125,0,0,0,0,0,4,22,0,53,20,0,0,0,0,0,0,7,54,4,8,13,0,0,0,0,0,53,16,16,0,0,0,0,0,0,57,100,42,100,42,100,42,100,42,100,42,100,42,0
126,0,0,0,0,0,4,23,0,52,21,0,0,0,0,0,0,7,53,5,9,14,0,0,0,0,0,53,16,15,0,0,0,0,0,0,58,100,40,100,40,100,40,100,40,100,40,100,40,0
127,0,0,0,0,0,4,22,0,53,20,0,0,0,0,0,0,7,54,4,8,13,0,0,0,0,0,53,16,16,0,0,0,0,0,0,57,100,37,100,37,100,37,100,37,100,37,100,37,0
128,0,0,0,0,0,4,23,0,52,21,0,0,0,0,0,0,8,54,4,9,14,0,0,0,0,0,52,16,15,0,0,0,0,0,0,58,100,37,100,37,100,37,100,37,100,37,100,37,0
129,0,0,0,0,0,4,22,0,53,20,0,0,0,0,0,0,7,54,4,8,13,0,0,0,0,0,53,16,16,0,0,0,0,0,0,57,100,35,100,35,100,35,100,35,100,35,100,35,0
130,0,0,0,0,0,4,22,0,53,21,0,0,0,0,0,0,8,54,4,9,13,0,0,0,0,0,51,15,15,0,0,0,0,0,0,57,100,35,100,35,100,35,100,35,100,35,100,35,0
131,0,0,0,0,0,3,21,0,51,20,0,0,0,0,0,0,7,54,4,8,13,0,0,0,0,0,53,15,15,0,0,0,0,0,0,57,100,32,100,32,100,32,100,32,100,32,100,32,0
132,0,0,0,0,0,3,21,0,51,20,0,0,0,0,0,0,8,53,4,9,13,0,0,0,0,0,51,15,15,0,0,0,0,0,0,55,100,32,100,32,100,32,100,32,100,32,100,32,0
133,0,0,0,0,0,3,21,0,49,20,0,0,0,0,0,0,7,54,3,8,13,0,0,0,0,0,52,15,14,0,0,0,0,0,0,56,100,30,100,30,100,30,100,30,100,30,100,30,0
134,0,0,0,0,0,3,21,0,51,20,0,0,0,0,0,0,8,53,4,9,13,0,0,0,0,0,51,15,15,0,0,0,0,0,0,55,100,30,100,30,100,30,100,30,100,30,100,30,0
135,0,0,0,0,0,2,20,0,49,20,0,0,0,0,0,0,8,55,3,8,12,0,0,0,0,0,51,14,14,0,0,0,0,0,0,55,100,27,100,27,100,27,100,27,100,27,100,27,0
136,0,0,0,0,0,3,21,0,49,20,0,0,0,0,0,0,8,53,3,9,13,0,0,0,0,0,50,15,15,0,0,0,0,0,0,55,100,25,100,25,100,25,100,25,100,25,100,25,0
137,0,0,0,0,0,2,20,0,49,19,0,0,0,0,0,0,8,54,3,8,12,0,0,0,0,0,51,14,14,0,0,0,0,0,0,55,100,25,100,25,100,25,100,25,100,25,100,25,0
138,0,0,0,0,0,3,21,0,49,20,0,0,0,0,0,0,8,53,3,9,12,0,0,0,0,0,49,15,14,0,0,0,0,0,0,54,100,22,100,22,100,22,100,22,100,22,100,22,0
139,0,0,0,0,0,2,20,0,49,19,0,0,0,0,0,0,8,54,2,8,12,0,0,0,0,0,50,14,14,0,0,0,0,0,0,55,100,22,100,22,100,22,100,22,100,22,100,22,0
140,0,0,0,0,0,3,21,0,49,19,0,0,0,0,0,0,8,54,3,8,12,0,0,0,0,0,48,14,14,0,0,0,0,0,0,53,100,20,100,20,100,20,100,20,100,20,100,20,0
141,0,0,0,0,0,2,20,0,49,19,0,0,0,0,0,0,8,52,2,8,11,0,0,0,0,0,49,14,13,0,0,0,0,0,0,54,100,20,100,20,100,20,100,20,100,20,100,20,0
142,0,0,0,0,0,3,21,0,49,18,0,0,0,0,0,0,8,53,2,8,11,0,0,0,0,0,46,14,14,0,0,0,0,0,0,53,100,17,100,17,100,17,100,17,100,17,100,17,0
143,0,0,0,0,0,2,20,0,49,19,0,0,0,0,0,0,8,52,1,8,11,0,0,0,0,0,48,13,13,0,0,0,0,0,0,53,100,17,100,17,100,17,100,17,100,17,100,17,0
144,0,0,0,0,0,3,21,0,49,18,0,0,0,0,0,0,8,53,2,8,11,0,0,0,0,0,46,13,12,0,0,0,0,0,0,52,100,15,100,15,100,15,100,15,100,15,100,15,0
145,0,0,0,0,0,3,20,0,50,18,0,0,0,0,0,0,8,51,1,7,10,0,0,0,0,0,46,12,11,0,0,0,0,0,0,50,100,15,100,15,100,15,100,15,100,15,100,15,0
146,0,0,0,0,0,3,21,0,49,17,0,0,0,0,0,0,8,52,1,8,10,0,0,0,0,0,44,12,12,0,0,0,0,0,0,49,100,12,100,12,100,12,100,12,100,12,100,12,0
147,0,0,0,0,0,3,20,0,50,18,0,0,0,0,0,0,9,52,0,7,9,0,0,0,0,0,44,11,11,0,0,0,0,0,0,49,100,12,100,12,100,12,100,12,100,12,100,12,0
148,0,0,0,0,0,3,21,0,49,17,0,0,0,0,0,0,8,52,0,7,10,0,0,0,0,0,42,12,11,0,0,0,0,0,0,48,100,12,100,12,100,12,100,12,100,12,100,12,0
149,0,0,0,0,0,3,20,0,50,17,0,0,0,0,0,0,9,51,0,7,10,0,0,0,0,0,42,11,10,0,0,0,0,0,0,48,100,12,100,12,100,12,100,12,100,12,100,12,0
150,0,0,0,0,0,3,21,0,49,16,0,0,0,0,0,0,8,51,1,8,10,0,0,0,0,0,44,11,11,0,0,0,0,0,0,47,100,12,100,12,100,12,100,12,100,12,100,12,0
151,0,0,0,0,0,3,20,0,50,16,0,0,0,0,0,0,9,50,1,8,10,0,0,0,0,0,44,10,10,0,0,0,0,0,0,47,100,12,100,12,100,12,100,12,100,12,100,12,0
152,0,0,0,0,0,3,21,0,49,16,0,0,0,0,0,0,8,51,0,7,9,0,0,0,0,0,44,10,10,0,0,0,0,0,0,45,100,12,100,12,100,12,100,12,100,12,100,12,0
153,0,0,0,0,0,3,20,0,50,16,0,0,0,0,0,0,9,50,0,7,9,0,0,0,0,0,41,10,9,0,0,0,0,0,0,46,100,10,100,10,100,10,100,10,100,10,100,10,0
154,0,0,0,0,0,3,21,0,49,15,0,0,0,0,0,0,8,50,0,8,9,0,0,0,0,0,42,10,9,0,0,0,0,0,0,44,100,10,100,10,100,10,100,10,100,10,100,10,0
155,0,0,0,0,0,3,20,0,50,15,0,0,0,0,0,0,9,49,0,8,10,0,0,0,0,0,43,9,8,0,0,0,0,0,0,44,100,7,100,7,100,7,100,7,100,7,100,7,0
156,0,0,0,0,0,3,20,0,48,14,0,0,0,0,0,0,8,49,0,8,10,0,0,0,0,0,43,9,8,0,0,0,0,0,0,42,100,7,100,7,100,7,100,7,100,7,100,7,0
157,0,0,0,0,0,3,19,0,49,14,0,0,0,0,0,0,9,48,0,8,10,0,0,0,0,0,43,9,9,0,0,0,0,0,0,43,100,5,100,5,100,5,100,5,100,5,100,5,0
158,0,0,0,0,0,3,19,0,47,13,0,0,0,0,0,0,8,48,1,8,10,0,0,0,0,0,44,8,8,0,0,0,0,0,0,43,100,5,100,5,100,5,100,5,100,5,100,5,0
159,0,0,0,0,0,3,19,0,49,14,0,0,0,0,0,0,9,48,0,7,9,0,0,0,0,0,44,8,8,0,0,0,0,0,0,41,100,2,100,2,100,2,100,2,100,2,100,2,0
160,0,0,0,0,0,3,19,0,47,13,0,0,0,0,0,0,9,49,0,7,9,0,0,0,0,0,41,8,7,0,0,0,0,0,0,42,100,2,100,2,100,2,100,2,100,2,100,2,0
161,0,0,0,0,0,3,18,0,48,13,0,0,0,0,0,0,10,48,0,8,9,0,0,0,0,0,42,8,7,0,0,0,0,0,0,40,100,0,100,0,100,0,100,0,100,0,100,0,0
162,0,0,0,0,0,3,18,0,46,13,0,0,0,0,0,0,10,48,0,8,9,0,0,0,0,0,42,7,6,0,0,0,0,0,0,40,100,0,100,0,100,0,100,0,100,0,100,0,0
163,0,0,0,0,0,3,17,0,47,12,0,0,0,0,0,0,10,49,0,8,9,0,0,0,0,0,42,6,5,0,0,0,0,0,0,38,100,0,100,0,100,0,100,0,100,0,100,0,0
164,0,0,0,0,0,3,17,0,45,12,0,0,0,0,0,0,10,47,0,8,9,0,0,0,0,0,42,6,5,0,0,0,0,0,0,36,100,0,100,0,100,0,100,0,100,0,100,0,0
165,0,0,0,0,0,4,17,0,46,11,0,0,0,0,0,0,10,48,0,8,9,0,0,0,0,0,42,5,4,0,0,0,0,0,0,36,100,0,100,0,100,0,100,0,100,0,100,0,0
166,0,0,0,0,0,3,17,0,47,11,0,0,0,0,0,0,10,46,0,8,9,0,0,0,0,0,42,5,5,0,0,0,0,0,0,35,100,0,100,0,100,0,100,0,100,0,100,0,0
167,0,0,0,0,0,3,17,0,45,10,0,0,0,0,0,0,10,47,0,8,9,0,0,0,0,0,42,5,6,0,0,0,0,0,0,36,100,0,100,0,100,0,100,0,100,0,100,0,0
168,0,0,0,0,0,3,16,0,46,10,0,0,0,0,0,0,10,45,0,8,9,0,0,0,0,0,42,4,5,0,0,0,0,0,0,36,100,0,100,0,100,0,100,0,100,0,100,0,0
169,0,0,0,0,0,3,16,0,44,9,0,0,0,0,0,0,10,46,0,8,9,0,0,0,0,0,42,4,5,0,0,0,0,0,0,34,100,2,100,2,100,2,100,2,100,2,100,2,0
170,0,0,0,0,0,3,15,0,45,9,0,0,0,0,0,0,10,44,0,9,9,0,0,0,0,0,43,4,5,0,0,0,0,0,0,34,100,5,100,5,100,5,100,5,100,5,100,5,0
171,0,0,0,0,0,3,15,0,43,8,0,0,0,0,0,0,10,45,0,9,9,0,0,0,0,0,43,3,4,0,0,0,0,0,0,34,100,5,100,5,100,5,100,5,100,5,100,5,0
172,0,0,0,0,0,3,14,0,44,8,0,0,0,0,0,0,10,43,0,9,9,0,0,0,0,0,43,3,4,0,0,0,0,0,0,32,100,7,100,7,100,7,100,7,100,7,100,7,0
173,0,0,0,0,0,3,14,0,42,8,0,0,0,0,0,0,10,43,0,9,9,0,0,0,0,0,43,3,4,0,0,0,0,0,0,32,100,7,100,7,100,7,100,7,100,7,100,7,0
174,0,0,0,0,0,4,14,0,43,7,0,0,0,0,0,0,10,44,0,9,9,0,0,0,0,0,43,2,3,0,0,0,0,0,0,32,100,10,100,10,100,10,100,10,100,10,100,10,0
175,0,0,0,0,0,3,13,0,43,7,0,0,0,0,0,0,10,42,0,9,9,0,0,0,0,0,43,2,3,0,0,0,0,0,0,30,100,10,100,10,100,10,100,10,100,10,100,10,0
176,0,0,0,0,0,4,13,0,42,6,0,0,0,0,0,0,10,43,0,9,9,0,0,0,0,0,43,2,3,0,0,0,0,0,0,30,100,12,100,12,100,12,100,12,100,12,100,12,0
177,0,0,0,0,0,3,12,0,42,6,0,0,0,0,0,0,10,41,0,9,10,0,0,0,0,0,44,1,2,0,0,0,0,0,0,30,100,15,100,15,100,15,100,15,100,15,100,15,0
178,0,0,0,0,0,3,12,0,40,5,0,0,0,0,0,0,10,42,0,9,10,0,0,0,0,0,44,0,1,0,0,0,0,0,0,28,100,15,100,15,100,15,100,15,100,15,100,15,0
179,0,0,0,0,0,4,12,0,41,5,0,0,0,0,0,0,11,41,0,9,10,0,0,0,0,0,44,0,1,0,0,0,0,0,0,26,100,17,100,17,100,17,100,17,100,17,100,17,0
180,0,0,0,0,0,3,11,0,41,5,0,0,0,0,0,0,11,41,0,9,10,0,0,0,0,0,44,0,1,0,0,0,0,0,0,26,100,17,100,17,100,17,100,17,100,17,100,17,0
181,0,0,0,0,0,4,11,0,40,5,0,0,0,0,0,0,11,43,1,9,10,0,0,0,0,0,45,0,1,0,0,0,0,0,0,26,100,20,100,20,100,20,100,20,100,20,100,20,0
182,0,0,0,0,0,3,10,0,40,5,0,0,0,0,0,0,11,41,0,8,9,0,0,0,0,0,45,1,1,0,0,0,0,0,0,27,100,20,100,20,100,20,100,20,100,20,100,20,0
183,0,0,0,0,0,4,10,0,39,4,0,0,0,0,0,0,10,41,0,8,9,0,0,0,0,0,42,2,1,0,0,0,0,0,0,28,100,22,100,22,100,22,100,22,100,22,100,22,0
184,0,0,0,0,0,4,10,0,39,4,0,0,0,0,0,0,11,40,0,8,9,0,0,0,0,0,42,1,0,0,0,0,0,0,0,28,100,22,100,22,100,22,100,22,100,22,100,22,0
185,0,0,0,0,0,3,9,0,39,4,0,0,0,0,0,0,11,40,0,8,10,0,0,0,0,0,43,1,0,0,0,0,0,0,0,26,100,25,100,25,100,25,100,25,100,25,100,25,0
186,0,0,0,0,0,4,9,0,38,3,0,0,0,0,0,0,10,40,0,8,10,0,0,0,0,0,43,1,0,0,0,0,0,0,0,26,100,25,100,25,100,25,100,25,100,25,100,25,0
187,0,0,0,0,0,3,8,0,38,3,0,0,0,0,0,0,11,39,1,8,10,0,0,0,0,0,44,1,0,0,0,0,0,0,0,26,100,27,100,27,100,27,100,27,100,27,100,27,0
188,0,0,0,0,0,4,8,0,37,2,0,0,0,0,0,0,10,39,0,7,9,0,0,0,0,0,44,1,1,0,0,0,0,0,0,27,100,30,100,30,100,30,100,30,100,30,100,30,0
189,0,0,0,0,0,4,9,0,38,2,0,0,0,0,0,0,10,37,0,7,9,0,0,0,0,0,41,1,1,0,0,0,0,0,0,27,100,30,100,30,100,30,100,30,100,30,100,30,0
190,0,0,0,0,0,3,8,0,38,3,0,0,0,0,0,0,11,39,0,7,10,0,0,0,0,0,42,2,1,0,0,0,0,0,0,28,100,32,100,32,100,32,100,32,100,32,100,32,0
191,0,0,0,0,0,4,8,0,37,2,0,0,0,0,0,0,10,39,0,7,10,0,0,0,0,0,42,1,0,0,0,0,0,0,0,28,100,32,100,32,100,32,100,32,100,32,100,32,0
192,0,0,0,0,0,4,8,0,37,2,0,0,0,0,0,0,10,37,1,8,10,0,0,0,0,0,44,1,0,0,0,0,0,0,0,26,100,35,100,35,100,35,100,35,100,35,100,35,0
193,0,0,0,0,0,4,7,0,38,2,0,0,0,0,0,0,11,38,1,8,10,0,0,0,0,0,44,1,0,0,0,0,0,0,0,26,100,35,100,35,100,35,100,35,100,35,100,35,0
194,0,0,0,0,0,4,7,0,36,1,0,0,0,0,0,0,11,39,0,7,10,0,0,0,0,0,45,1,1,0,0,0,0,0,0,27,100,37,100,37,100,37,100,37,100,37,100,37,0
195,0,0,0,0,0,4,8,0,37,2,0,0,0,0,0,0,11,38,1,7,10,0,0,0,0,0,43,2,1,0,0,0,0,0,0,28,100,37,100,37,100,37,100,37,100,37,100,37,0
196,0,0,0,0,0,4,7,0,38,1,0,0,0,0,0,0,10,38,0,6,9,0,0,0,0,0,43,1,0,0,0,0,0,0,0,28,100,40,100,40,100,40,100,40,100,40,100,40,0
197,0,0,0,0,0,4,7,0,36,1,0,0,0,0,0,0,10,36,0,7,10,0,0,0,0,0,42,1,0,0,0,0,0,0,0,26,100,42,100,42,100,42,100,42,100,42,100,42,0
198,0,0,0,0,0,3,6,0,36,1,0,0,0,0,0,0,10,36,1,7,10,0,0,0,0,0,43,1,1,0,0,0,0,0,0,27,100,42,100,42,100,42,100,42,100,42,100,42,0
199,0,0,0,0,0,4,6,0,35,1,0,0,0,0,0,0,9,37,0,6,10,0,0,0,0,0,44,2,1,0,0,0,0,0,0,28,100,45,100,45,100,45,100,45,100,45,100,45,0
200,0,0,0,0,0,4,6,0,35,1,0,0,0,0,0,0,10,36,0,6,10,0,0,0,0,0,41,2,1,0,0,0,0,0,0,28,100,45,100,45,100,45,100,45,100,45,100,45,0
201,0,0,0,0,0,4,6,0,37,1,0,0,0,0,0,0,10,36,1,7,10,0,0,0,0,0,43,1,1,0,0,0,0,0,0,29,100,47,100,47,100,47,100,47,100,47,100,47,0
202,0,0,0,0,0,4,6,0,35,1,0,0,0,0,0,0,9,37,1,7,11,0,0,0,0,0,44,2,1,0,0,0,0,0,0,28,100,47,100,47,100,47,100,47,100,47,100,47,0
203,0,0,0,0,0,4,7,0,36,1,0,0,0,0,0,0,9,35,1,6,10,0,0,0,0,0,45,2,1,0,0,0,0,0,0,28,100,50,100,50,100,50,100,50,100,50,100,50,0
204,0,0,0,0,0,4,6,0,37,2,0,0,0,0,0,0,9,36,1,6,11,0,0,0,0,0,43,2,2,0,0,0,0,0,0,29,100,50,100,50,100,50,100,50,100,50,100,50,0
205,0,0,0,0,0,4,6,0,35,1,0,0,0,0,0,0,8,36,0,6,10,0,0,0,0,0,44,2,1,0,0,0,0,0,0,30,100,50,100,50,100,50,100,50,100,50,100,50,0
206,0,0,0,0,0,4,7,0,36,1,0,0,0,0,0,0,8,34,1,6,11,0,0,0,0,0,43,2,2,0,0,0,0,0,0,29,100,50,100,50,100,50,100,50,100,50,100,50,0
207,0,0,0,0,0,4,6,0,37,2,0,0,0,0,0,0,9,36,0,5,10,0,0,0,0,0,43,2,2,0,0,0,0,0,0,29,100,50,100,50,100,50,100,50,100,50,100,50,0
208,0,0,0,0,0,4,6,0,35,1,0,0,0,0,0,0,8,36,1,6,11,0,0,0,0,0,43,2,1,0,0,0,0,0,0,30,100,50,100,50,100,50,100,50,100,50,100,50,0
209,0,0,0,0,0,4,6,0,35,2,0,0,0,0,0,0,8,35,1,6,11,0,0,0,0,0,43,2,2,0,0,0,0,0,0,29,100,50,100,50,100,50,100,50,100,50,100,50,0
210,0,0,0,0,0,4,6,0,37,1,0,0,0,0,0,0,7,35,1,5,11,0,0,0,0,0,45,3,2,0,0,0,0,0,0,30,100,50,100,50,100,50,100,50,100,50,100,50,0
211,0,0,0,0,0,4,6,0,35,2,0,0,0,0,0,0,7,34,1,6,11,0,0,0,0,0,43,2,2,0,0,0,0,0,0,31,100,50,100,50,100,50,100,50,100,50,100,50,0
212,0,0,0,0,0,3,6,0,36,2,0,0,0,0,0,0,8,35,1,5,11,0,0,0,0,0,45,3,2,0,0,0,0,0,0,30,100,50,100,50,100,50,100,50,100,50,100,50,0
213,0,0,0,0,0,4,6,0,35,2,0,0,0,0,0,0,7,36,2,6,11,0,0,0,0,0,44,3,3,0,0,0,0,0,0,31,100,50,100,50,100,50,100,50,100,50,100,50,0
214,0,0,0,0,0,4,7,0,36,2,0,0,0,0,0,0,7,34,1,5,11,0,0,0,0,0,45,4,3,0,0,0,0,0,0,32,100,50,100,50,100,50,100,50,100,50,100,50,0
215,0,0,0,0,0,4,6,0,37,3,0,0,0,0,0,0,7,35,1,6,11,0,0,0,0,0,43,3,3,0,0,0,0,0,0,33,100,50,100,50,100,50,100,50,100,50,100,50,0
216,0,0,0,0,0,4,6,0,35,2,0,0,0,0,0,0,6,35,2,6,12,0,0,0,0,0,45,4,3,0,0,0,0,0,0,32,100,50,100,50,100,50,100,50,100,50,100,50,0
217,0,0,0,0,0,4,7,0,36,3,0,0,0,0,0,0,7,35,1,6,11,0,0,0,0,0,46,4,4,0,0,0,0,0,0,33,100,50,100,50,100,50,100,50,100,50,100,50,0
218,0,0,0,0,0,4,6,0,37,3,0,0,0,0,0,0,7,35,2,6,12,0,0,0,0,0,45,4,3,0,0,0,0,0,0,34,100,50,100,50,100,50,100,50,100,50,100,50,0
219,0,0,0,0,0,4,7,0,36,2,0,0,0,0,0,0,6,35,1,6,11,0,0,0,0,0,46,4,3,0,0,0,0,0,0,32,100,50,100,50,100,50,100,50,100,50,100,50,0
220,0,0,0,0,0,4,7,0,36,3,0,0,0,0,0,0,6,34,2,6,12,0,0,0,0,0,45,5,4,0,0,0,0,0,0,34,100,50,100,50,100,50,100,50,100,50,100,50,0
221,0,0,0,0,0,4,7,0,38,3,0,0,0,0,0,0,7,35,1,6,11,0,0,0,0,0,46,4,4,0,0,0,0,0,0,35,100,50,100,50,100,50,100,50,100,50,100,50,0
222,0,0,0,0,0,4,7,0,36,3,0,0,0,0,0,0,6,36,2,6,12,0,0,0,0,0,45,5,4,0,0,0,0,0,0,34,100,50,100,50,100,50,100,50,100,50,100,50,0
223,0,0,0,0,0,4,7,0,36,4,0,0,0,0,0,0,6,35,1,6,11,0,0,0,0,0,46,6,5,0,0,0,0,0,0,36,100,50,100,50,100,50,100,50,100,50,100,50,0
224,0,0,0,0,0,4,7,0,38,4,0,0,0,0,0,0,7,36,2,6,12,0,0,0,0,0,45,5,4,0,0,0,0,0,0,36,100,50,100,50,100,50,100,50,100,50,100,50,0
225,0,0,0,0,0,4,7,0,36,3,0,0,0,0,0,0,6,36,1,6,11,0,0,0,0,0,46,5,5,0,0,0,0,0,0,35,100,50,100,50,100,50,100,50,100,50,100,50,0
226,0,0,0,0,0,3,7,0,37,4,0,0,0,0,0,0,6,35,2,6,12,0,0,0,0,0,45,5,4,0,0,0,0,0,0,36,100,50,100,50,100,50,100,50,100,50,100,50,0
227,0,0,0,0,0,4,7,0,36,4,0,0,0,0,0,0,7,36,2,7,12,0,0,0,0,0,46,5,4,0,0,0,0,0,0,36,100,50,100,50,100,50,100,50,100,50,100,50,0
228,0,0,0,0,0,4,8,0,37,4,0,0,0,0,0,0,6,37,2,6,12,0,0,0,0,0,48,5,4,0,0,0,0,0,0,34,100,50,100,50,100,50,100,50,100,50,100,50,0
229,0,0,0,0,0,3,7,0,37,4,0,0,0,0,0,0,6,35,2,7,12,0,0,0,0,0,46,5,4,0,0,0,0,0,0,36,100,50,100,50,100,50,100,50,100,50,100,50,0
230,0,0,0,0,0,4,8,0,37,4,0,0,0,0,0,0,5,36,2,6,12,0,0,0,0,0,48,5,4,0,0,0,0,0,0,34,100,50,100,50,100,50,100,50,100,50,100,50,0
231,0,0,0,0,0,4,8,0,37,4,0,0,0,0,0,0,6,35,2,7,12,0,0,0,0,0,46,6,5,0,0,0,0,0,0,36,100,50,100,50,100,50,100,50,100,50,100,50,0
232,0,0,0,0,0,3,8,0,38,5,0,0,0,0,0,0,6,36,2,6,12,0,0,0,0,0,48,5,4,0,0,0,0,0,0,36,100,50,100,50,100,50,100,50,100,50,100,50,0
233,0,0,0,0,0,4,8,0,37,4,0,0,0,0,0,0,5,36,2,7,12,0,0,0,0,0,46,6,5,0,0,0,0,0,0,36,100,50,100,50,100,50,100,50,100,50,100,50,0
234,0,0,0,0,0,3,7,0,37,5,0,0,0,0,0,0,6,36,1,6,12,0,0,0,0,0,47,6,5,0,0,0,0,0,0,36,100,50,100,50,100,50,100,50,100,50,100,50,0
235,0,0,0,0,0,4,8,0,37,5,0,0,0,0,0,0,6,36,2,7,12,0,0,0,0,0,46,6,5,0,0,0,0,0,0,38,100,50,100,50,100,50,100,50,100,50,100,50,0
236,0,0,0,0,0,4,8,0,37,5,0,0,0,0,0,0,5,37,1,6,12,0,0,0,0,0,47,6,5,0,0,0,0,0,0,36,100,50,100,50,100,50,100,50,100,50,100,50,0
237,0,0,0,0,0,3,8,0,38,5,0,0,0,0,0,0,6,36,2,7,13,0,0,0,0,0,47,7,6,0,0,0,0,0,0,38,100,50,100,50,100,50,100,50,100,50,100,50,0
238,0,0,0,0,0,4,8,0,37,6,0,0,0,0,0,0,6,37,1,6,12,0,0,0,0,0,47,6,5,0,0,0,0,0,0,38,100,50,100,50,100,50,100,50,100,50,100,50,0
239,0,0,0,0,0,4,9,0,38,5,0,0,0,0,0,0,5,37,2,7,13,0,0,0,0,0,47,7,6,0,0,0,0,0,0,38,100,50,100,50,100,50,100,50,100,50,100,50,0
240,0,0,0,0,0,3,8,0,38,6,0,0,0,0,0,0,6,37,2,7,13,0,0,0,0,0,47,6,5,0,0,0,0,0,0,38,100,50,100,50,100,50,100,50,100,50,100,50,0
241,0,0,0,0,0,4,9,0,38,6,0,0,0,0,0,0,6,37,2,7,12,0,0,0,0,0,49,7,6,0,0,0,0,0,0,38,100,50,100,50,100,50,100,50,100,50,100,50,0
242,0,0,0,0,0,4,9,0,38,6,0,0,0,0,0,0,6,39,2,7,13,0,0,0,0,0,47,7,6,0,0,0,0,0,0,38,100,50,100,50,100,50,100,50,100,50,100,50,0
243,0,0,0,0,0,3,9,0,39,6,0,0,0,0,0,0,7,38,2,7,12,0,0,0,0,0,49,7,6,0,0,0,0,0,0,40,100,50,100,50,100,50,100,50,100,50,100,50,0
244,0,0,0,0,0,4,9,0,38,6,0,0,0,0,0,0,6,39,2,7,13,0,0,0,0,0,47,7,6,0,0,0,0,0,0,38,100,50,100,50,100,50,100,50,100,50,100,50,0
245,0,0,0,0,0,3,9,0,39,6,0,0,0,0,0,0,7,38,2,7,12,0,0,0,0,0,49,8,7,0,0,0,0,0,0,40,100,50,100,50,100,50,100,50,100,50,100,50,0
246,0,0,0,0,0,3,9,0,37,7,0,0,0,0,0,0,7,39,2,7,13,0,0,0,0,0,47,7,6,0,0,0,0,0,0,40,100,50,100,50,100,50,100,50,100,50,100,50,0
247,0,0,0,0,0,4,9,0,38,6,0,0,0,0,0,0,6,39,2,7,12,0,0,0,0,0,49,8,7,0,0,0,0,0,0,40,100,50,100,50,100,50,100,50,100,50,100,50,0
248,0,0,0,0,0,3,9,0,39,7,0,0,0,0,0,0,7,39,2,7,13,0,0,0,0,0,47,7,6,0,0,0,0,0,0,40,100,50,100,50,100,50,100,50,100,50,100,50,0
249,0,0,0,0,0,4,9,0,38,6,0,0,0,0,0,0,6,39,2,7,12,0,0,0,0,0,49,8,7,0,0,0,0,0,0,40,100,50,100,50,100,50,100,50,100,50,100,50,0
250,0,0,0,0,0,3,9,0,39,7,0,0,0,0,0,0,6,38,2,7,13,0,0,0,0,0,47,8,7,0,0,0,0,0,0,40,100,50,100,50,100,50,100,50,100,50,100,50,0
251,0,0,0,0,0,3,9,0,37,7,0,0,0,0,0,0,7,39,2,7,12,0,0,0,0,0,49,8,7,0,0,0,0,0,0,42,100,50,100,50,100,50,100,50,100,50,100,50,0
252,0,0,0,0,0,4,10,0,39,7,0,0,0,0,0,0,6,40,2,7,13,0,0,0,0,0,47,8,7,0,0,0,0,0,0,40,100,50,100,50,100,50,100,50,100,50,100,50,0
253,0,0,0,0,0,3,9,0,39,7,0,0,0,0,0,0,6,38,2,7,12,0,0,0,0,0,49,8,7,0,0,0,0,0,0,42,100,50,100,50,100,50,100,50,100,50,100,50,0
254,0,0,0,0,0,4,10,0,39,8,0,0,0,0,0,0,7,40,2,7,13,0,0,0,0,0,47,8,7,0,0,0,0,0,0,40,100,50,100,50,100,50,100,50,100,50,100,50,0
255,0,0,0,0,0,4,10,0,39,7,0,0,0,0,0,0,6,40,2,7,12,0,0,0,0,0,49,9,7,0,0,0,0,0,0,41,100,50,100,50,100,50,100,50,100,50,100,50,0
256,0,0,0,0,0,3,10,0,40,8,0,0,0,0,0,0,7,40,2,7,13,0,0,0,0,0,47,8,7,0,0,0,0,0,0,42,100,50,100,50,100,50,100,50,100,50,100,50,0
257,0,0,0,0,0,4,10,0,39,7,0,0,0,0,0,0,6,40,2,7,12,0,0,0,0,0,49,9,7,0,0,0,0,0,0,41,100,50,100,50,100,50,100,50,100,50,100,50,0
258,0,0,0,0,0,3,10,0,40,7,0,0,0,0,0,0,6,38,2,7,13,0,0,0,0,0,47,8,7,0,0,0,0,0,0,42,100,50,100,50,100,50,100,50,100,50,100,50,0
259,0,0,0,0,0,3,10,0,38,8,0,0,0,0,0,0,7,40,2,6,13,0,0,0,0,0,49,9,7,0,0,0,0,0,0,41,100,50,100,50,100,50,100,50,100,50,100,50,0
260,0,0,0,0,0,4,11,0,40,7,0,0,0,0,0,0,6,40,2,7,13,0,0,0,0,0,47,8,7,0,0,0,0,0,0,42,100,50,100,50,100,50,100,50,100,50,100,50,0
