steps,Achem0,Achem1,Achem2,Achem3,Achem4,Achem5,Achem6,Achem7,AreactRate,Bchem0,Bchem1,Bchem2,Bchem3,Bchem4,Bchem5,Bchem6,Bchem7,BreactRate,Cchem0,Cchem1,Cchem2,Cchem3,Cchem4,Cchem5,Cchem6,Cchem7,CreactRate,Dchem0,Dchem1,Dchem2,Dchem3,Dchem4,Dchem5,Dchem6,Dchem7,DreactRate,B1thres,B1chance,C1thres,C1chance,C2thres,C2chance,C3thres,C3chance,D1thres,D1chance,D2thres,D2chance,zeros
261,0,0,0,0,0,3,10,0,40,8,0,0,0,0,0,0,6,39,3,7,14,0,0,0,0,0,49,9,7,0,0,0,0,0,0,41,100,50,100,50,100,50,100,50,100,50,100,50,0
262,0,0,0,0,0,4,11,0,40,7,0,0,0,0,0,0,6,40,2,7,13,0,0,0,0,0,50,9,8,0,0,0,0,0,0,42,100,50,100,50,100,50,100,50,100,50,100,50,0
263,0,0,0,0,0,3,10,0,40,8,0,0,0,0,0,0,6,39,3,8,14,0,0,0,0,0,50,9,7,0,0,0,0,0,0,43,100,50,100,50,100,50,100,50,100,50,100,50,0
264,0,0,0,0,0,3,11,0,39,8,0,0,0,0,0,0,7,40,2,7,13,0,0,0,0,0,50,9,8,0,0,0,0,0,0,42,100,50,100,50,100,50,100,50,100,50,100,50,0
265,0,0,0,0,0,4,11,0,40,8,0,0,0,0,0,0,6,41,3,7,14,0,0,0,0,0,49,8,7,0,0,0,0,0,0,42,100,50,100,50,100,50,100,50,100,50,100,50,0
266,0,0,0,0,0,3,11,0,41,8,0,0,0,0,0,0,6,39,2,7,13,0,0,0,0,0,50,9,8,0,0,0,0,0,0,42,100,50,100,50,100,50,100,50,100,50,100,50,0
267,0,0,0,0,0,4,11,0,40,8,0,0,0,0,0,0,6,41,3,8,14,0,0,0,0,0,50,9,8,0,0,0,0,0,0,42,100,50,100,50,100,50,100,50,100,50,100,50,0
268,0,0,0,0,0,3,10,0,40,8,0,0,0,0,0,0,6,39,2,7,13,0,0,0,0,0,50,9,8,0,0,0,0,0,0,44,100,50,100,50,100,50,100,50,100,50,100,50,0
269,0,0,0,0,0,3,11,0,39,9,0,0,0,0,0,0,7,41,3,7,14,0,0,0,0,0,49,9,8,0,0,0,0,0,0,42,100,50,100,50,100,50,100,50,100,50,100,50,0
270,0,0,0,0,0,4,11,0,40,8,0,0,0,0,0,0,6,41,2,7,13,0,0,0,0,0,50,9,8,0,0,0,0,0,0,44,100,50,100,50,100,50,100,50,100,50,100,50,0
271,0,0,0,0,0,3,11,0,41,9,0,0,0,0,0,0,6,40,3,7,14,0,0,0,0,0,49,9,8,0,0,0,0,0,0,42,100,50,100,50,100,50,100,50,100,50,100,50,0
272,0,0,0,0,0,4,11,0,40,8,0,0,0,0,0,0,6,41,2,7,13,0,0,0,0,0,50,9,8,0,0,0,0,0,0,44,100,50,100,50,100,50,100,50,100,50,100,50,0
273,0,0,0,0,0,3,11,0,41,9,0,0,0,0,0,0,6,40,3,7,14,0,0,0,0,0,49,9,8,0,0,0,0,0,0,42,100,50,100,50,100,50,100,50,100,50,100,50,0
274,0,0,0,0,0,3,11,0,39,9,0,0,0,0,0,0,7,41,2,7,13,0,0,0,0,0,50,10,9,0,0,0,0,0,0,44,100,50,100,50,100,50,100,50,100,50,100,50,0
275,0,0,0,0,0,4,12,0,41,8,0,0,0,0,0,0,6,41,3,7,14,0,0,0,0,0,49,9,8,0,0,0,0,0,0,44,100,50,100,50,100,50,100,50,100,50,100,50,0
276,0,0,0,0,0,3,11,0,41,9,0,0,0,0,0,0,7,41,2,7,13,0,0,0,0,0,50,10,9,0,0,0,0,0,0,44,100,50,100,50,100,50,100,50,100,50,100,50,0
277,0,0,0,0,0,4,12,0,41,8,0,0,0,0,0,0,6,41,3,7,14,0,0,0,0,0,49,9,8,0,0,0,0,0,0,44,100,50,100,50,100,50,100,50,100,50,100,50,0
278,0,0,0,0,0,3,11,0,41,9,0,0,0,0,0,0,6,40,2,7,13,0,0,0,0,0,50,10,9,0,0,0,0,0,0,44,100,50,100,50,100,50,100,50,100,50,100,50,0
279,0,0,0,0,0,3,12,0,40,9,0,0,0,0,0,0,7,41,3,7,14,0,0,0,0,0,49,9,8,0,0,0,0,0,0,44,100,50,100,50,100,50,100,50,100,50,100,50,0
280,0,0,0,0,0,4,12,0,41,9,0,0,0,0,0,0,6,42,2,7,13,0,0,0,0,0,50,10,9,0,0,0,0,0,0,44,100,50,100,50,100,50,100,50,100,50,100,50,0
281,0,0,0,0,0,3,12,0,42,9,0,0,0,0,0,0,7,41,3,7,14,0,0,0,0,0,49,10,9,0,0,0,0,0,0,44,100,50,100,50,100,50,100,50,100,50,100,50,0
282,0,0,0,0,0,4,12,0,41,9,0,0,0,0,0,0,6,42,2,7,13,0,0,0,0,0,50,10,9,0,0,0,0,0,0,46,100,50,100,50,100,50,100,50,100,50,100,50,0
283,0,0,0,0,0,3,12,0,42,9,0,0,0,0,0,0,6,40,3,7,14,0,0,0,0,0,49,10,9,0,0,0,0,0,0,44,100,50,100,50,100,50,100,50,100,50,100,50,0
284,0,0,0,0,0,3,12,0,40,10,0,0,0,0,0,0,7,42,2,7,13,0,0,0,0,0,50,10,9,0,0,0,0,0,0,46,100,50,100,50,100,50,100,50,100,50,100,50,0
285,0,0,0,0,0,4,13,0,42,9,0,0,0,0,0,0,6,42,3,8,14,0,0,0,0,0,50,10,9,0,0,0,0,0,0,44,100,50,100,50,100,50,100,50,100,50,100,50,0
286,0,0,0,0,0,3,12,0,42,10,0,0,0,0,0,0,7,42,2,7,13,0,0,0,0,0,50,10,9,0,0,0,0,0,0,46,100,50,100,50,100,50,100,50,100,50,100,50,0
287,0,0,0,0,0,4,13,0,42,9,0,0,0,0,0,0,6,42,3,8,14,0,0,0,0,0,50,10,9,0,0,0,0,0,0,44,100,50,100,50,100,50,100,50,100,50,100,50,0
288,0,0,0,0,0,3,12,0,42,10,0,0,0,0,0,0,7,42,2,7,13,0,0,0,0,0,50,9,9,0,0,0,0,0,0,45,100,50,100,50,100,50,100,50,100,50,100,50,0
289,0,0,0,0,0,3,13,0,41,9,0,0,0,0,0,0,6,42,3,8,14,0,0,0,0,0,50,10,9,0,0,0,0,0,0,44,100,50,100,50,100,50,100,50,100,50,100,50,0
290,0,0,0,0,0,4,13,0,42,10,0,0,0,0,0,0,6,41,2,7,13,0,0,0,0,0,50,10,9,0,0,0,0,0,0,44,100,50,100,50,100,50,100,50,100,50,100,50,0
291,0,0,0,0,0,3,13,0,43,10,0,0,0,0,0,0,7,42,3,8,14,0,0,0,0,0,50,10,9,0,0,0,0,0,0,46,100,50,100,50,100,50,100,50,100,50,100,50,0
292,0,0,0,0,0,4,13,0,42,10,0,0,0,0,0,0,6,43,2,7,13,0,0,0,0,0,50,10,10,0,0,0,0,0,0,45,100,50,100,50,100,50,100,50,100,50,100,50,0
293,0,0,0,0,0,3,13,0,43,10,0,0,0,0,0,0,7,42,3,8,14,0,0,0,0,0,50,10,10,0,0,0,0,0,0,47,100,50,100,50,100,50,100,50,100,50,100,50,0
294,0,0,0,0,0,4,13,0,42,10,0,0,0,0,0,0,6,43,2,7,13,0,0,0,0,0,50,10,10,0,0,0,0,0,0,45,100,50,100,50,100,50,100,50,100,50,100,50,0
295,0,0,0,0,0,3,13,0,43,10,0,0,0,0,0,0,7,42,3,8,14,0,0,0,0,0,50,10,10,0,0,0,0,0,0,47,100,50,100,50,100,50,100,50,100,50,100,50,0
296,0,0,0,0,0,3,13,0,41,11,0,0,0,0,0,0,7,43,2,7,13,0,0,0,0,0,50,10,10,0,0,0,0,0,0,45,100,50,100,50,100,50,100,50,100,50,100,50,0
297,0,0,0,0,0,4,14,0,43,10,0,0,0,0,0,0,6,43,3,8,14,0,0,0,0,0,50,10,10,0,0,0,0,0,0,47,100,50,100,50,100,50,100,50,100,50,100,50,0
298,0,0,0,0,0,3,13,0,43,11,0,0,0,0,0,0,7,43,2,7,13,0,0,0,0,0,50,10,10,0,0,0,0,0,0,45,100,50,100,50,100,50,100,50,100,50,100,50,0
299,0,0,0,0,0,4,14,0,43,10,0,0,0,0,0,0,6,43,3,8,14,0,0,0,0,0,50,10,10,0,0,0,0,0,0,47,100,50,100,50,100,50,100,50,100,50,100,50,0
300,0,0,0,0,0,3,13,0,43,11,0,0,0,0,0,0,7,43,3,7,13,0,0,0,0,0,51,10,10,0,0,0,0,0,0,45,100,50,100,50,100,50,100,50,100,50,100,50,0
301,0,0,0,0,0,3,14,0,42,10,0,0,0,0,0,0,6,43,3,8,14,0,0,0,0,0,50,11,11,0,0,0,0,0,0,47,100,50,100,50,100,50,100,50,100,50,100,50,0
302,0,0,0,0,0,3,13,0,43,11,0,0,0,0,0,0,7,43,2,7,13,0,0,0,0,0,50,10,10,0,0,0,0,0,0,47,100,50,100,50,100,50,100,50,100,50,100,50,0
303,0,0,0,0,0,3,14,0,42,11,0,0,0,0,0,0,7,43,3,8,14,0,0,0,0,0,50,10,11,0,0,0,0,0,0,46,100,50,100,50,100,50,100,50,100,50,100,50,0
304,0,0,0,0,0,4,14,0,43,11,0,0,0,0,0,0,7,45,3,7,13,0,0,0,0,0,51,10,10,0,0,0,0,0,0,47,100,50,100,50,100,50,100,50,100,50,100,50,0
305,0,0,0,0,0,3,14,0,44,11,0,0,0,0,0,0,7,43,3,8,14,0,0,0,0,0,50,11,11,0,0,0,0,0,0,47,100,50,100,50,100,50,100,50,100,50,100,50,0
306,0,0,0,0,0,4,14,0,43,11,0,0,0,0,0,0,6,44,3,7,13,0,0,0,0,0,51,10,10,0,0,0,0,0,0,47,100,50,100,50,100,50,100,50,100,50,100,50,0
307,0,0,0,0,0,3,14,0,44,11,0,0,0,0,0,0,7,43,3,8,14,0,0,0,0,0,50,11,11,0,0,0,0,0,0,47,100,50,100,50,100,50,100,50,100,50,100,50,0
308,0,0,0,0,0,3,14,0,42,11,0,0,0,0,0,0,6,44,3,7,13,0,0,0,0,0,51,10,10,0,0,0,0,0,0,47,100,50,100,50,100,50,100,50,100,50,100,50,0
309,0,0,0,0,0,3,14,0,44,11,0,0,0,0,0,0,7,43,3,8,13,0,0,0,0,0,49,11,11,0,0,0,0,0,0,47,100,50,100,50,100,50,100,50,100,50,100,50,0
310,0,0,0,0,0,3,14,0,42,12,0,0,0,0,0,0,7,44,2,7,13,0,0,0,0,0,50,10,10,0,0,0,0,0,0,47,100,50,100,50,100,50,100,50,100,50,100,50,0
311,0,0,0,0,0,4,15,0,44,11,0,0,0,0,0,0,7,45,3,8,13,0,0,0,0,0,49,11,11,0,0,0,0,0,0,47,100,50,100,50,100,50,100,50,100,50,100,50,0
312,0,0,0,0,0,3,14,0,44,12,0,0,0,0,0,0,7,44,2,7,13,0,0,0,0,0,50,10,10,0,0,0,0,0,0,47,100,50,100,50,100,50,100,50,100,50,100,50,0
313,0,0,0,0,0,4,15,0,44,11,0,0,0,0,0,0,7,45,3,8,13,0,0,0,0,0,49,11,11,0,0,0,0,0,0,47,100,50,100,50,100,50,100,50,100,50,100,50,0
314,0,0,0,0,0,3,14,0,44,12,0,0,0,0,0,0,7,44,2,7,13,0,0,0,0,0,50,10,10,0,0,0,0,0,0,47,100,50,100,50,100,50,100,50,100,50,100,50,0
315,0,0,0,0,0,3,15,0,43,11,0,0,0,0,0,0,7,45,3,8,13,0,0,0,0,0,49,11,10,0,0,0,0,0,0,46,100,50,100,50,100,50,100,50,100,50,100,50,0
316,0,0,0,0,0,3,14,0,44,12,0,0,0,0,0,0,7,44,2,7,13,0,0,0,0,0,50,11,11,0,0,0,0,0,0,47,100,50,100,50,100,50,100,50,100,50,100,50,0
317,0,0,0,0,0,3,15,0,43,11,0,0,0,0,0,0,6,44,3,8,13,0,0,0,0,0,49,10,11,0,0,0,0,0,0,48,100,50,100,50,100,50,100,50,100,50,100,50,0
318,0,0,0,0,0,4,15,0,44,12,0,0,0,0,0,0,7,44,2,7,13,0,0,0,0,0,50,11,11,0,0,0,0,0,0,47,100,50,100,50,100,50,100,50,100,50,100,50,0
319,0,0,0,0,0,3,15,0,45,12,0,0,0,0,0,0,7,44,3,8,13,0,0,0,0,0,49,10,11,0,0,0,0,0,0,48,100,50,100,50,100,50,100,50,100,50,100,50,0
320,0,0,0,0,0,4,15,0,44,12,0,0,0,0,0,0,7,46,3,8,13,0,0,0,0,0,52,11,12,0,0,0,0,0,0,48,100,50,100,50,100,50,100,50,100,50,100,50,0
321,0,0,0,0,0,3,15,0,45,12,0,0,0,0,0,0,7,44,4,8,13,0,0,0,0,0,50,10,11,0,0,0,0,0,0,48,100,50,100,50,100,50,100,50,100,50,100,50,0
322,0,0,0,0,0,4,15,0,44,12,0,0,0,0,0,0,7,46,4,7,13,0,0,0,0,0,52,11,12,0,0,0,0,0,0,48,100,50,100,50,100,50,100,50,100,50,100,50,0
323,0,0,0,0,0,3,15,0,45,12,0,0,0,0,0,0,7,44,4,8,13,0,0,0,0,0,50,10,12,0,0,0,0,0,0,49,100,50,100,50,100,50,100,50,100,50,100,50,0
324,0,0,0,0,0,3,15,0,43,12,0,0,0,0,0,0,7,46,4,7,13,0,0,0,0,0,52,11,13,0,0,0,0,0,0,49,100,50,100,50,100,50,100,50,100,50,100,50,0
325,0,0,0,0,0,4,16,0,45,12,0,0,0,0,0,0,7,44,4,8,13,0,0,0,0,0,50,10,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
326,0,0,0,0,0,3,15,0,45,12,0,0,0,0,0,0,7,46,4,7,13,0,0,0,0,0,52,11,13,0,0,0,0,0,0,49,100,50,100,50,100,50,100,50,100,50,100,50,0
327,0,0,0,0,0,4,16,0,45,12,0,0,0,0,0,0,7,44,4,8,13,0,0,0,0,0,50,10,12,0,0,0,0,0,0,49,100,50,100,50,100,50,100,50,100,50,100,50,0
328,0,0,0,0,0,3,15,0,45,13,0,0,0,0,0,0,8,46,4,7,13,0,0,0,0,0,52,11,13,0,0,0,0,0,0,49,100,50,100,50,100,50,100,50,100,50,100,50,0
329,0,0,0,0,0,4,16,0,45,12,0,0,0,0,0,0,7,46,4,8,13,0,0,0,0,0,50,10,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
330,0,0,0,0,0,3,15,0,45,13,0,0,0,0,0,0,8,46,4,8,13,0,0,0,0,0,53,11,13,0,0,0,0,0,0,49,100,50,100,50,100,50,100,50,100,50,100,50,0
331,0,0,0,0,0,4,16,0,45,12,0,0,0,0,0,0,7,46,4,8,13,0,0,0,0,0,50,10,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
332,0,0,0,0,0,3,15,0,45,13,0,0,0,0,0,0,7,45,4,7,13,0,0,0,0,0,52,11,13,0,0,0,0,0,0,49,100,50,100,50,100,50,100,50,100,50,100,50,0
333,0,0,0,0,0,3,16,0,44,12,0,0,0,0,0,0,7,46,4,8,13,0,0,0,0,0,50,10,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
334,0,0,0,0,0,4,16,0,45,13,0,0,0,0,0,0,7,45,4,7,13,0,0,0,0,0,52,11,13,0,0,0,0,0,0,49,100,50,100,50,100,50,100,50,100,50,100,50,0
335,0,0,0,0,0,3,16,0,46,12,0,0,0,0,0,0,7,46,4,8,13,0,0,0,0,0,50,11,12,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
336,0,0,0,0,0,4,16,0,45,13,0,0,0,0,0,0,7,45,4,7,13,0,0,0,0,0,52,12,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
337,0,0,0,0,0,3,16,0,46,12,0,0,0,0,0,0,7,46,4,8,13,0,0,0,0,0,50,11,13,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
338,0,0,0,0,0,4,16,0,45,13,0,0,0,0,0,0,7,45,4,7,13,0,0,0,0,0,52,12,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
339,0,0,0,0,0,3,16,0,46,14,0,0,0,0,0,0,8,47,4,8,13,0,0,0,0,0,50,11,13,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
340,0,0,0,0,0,4,16,0,45,13,0,0,0,0,0,0,7,47,4,7,13,0,0,0,0,0,52,12,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
341,0,0,0,0,0,3,16,0,46,14,0,0,0,0,0,0,8,47,4,8,13,0,0,0,0,0,50,11,13,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
342,0,0,0,0,0,4,16,0,45,13,0,0,0,0,0,0,7,47,4,7,13,0,0,0,0,0,52,12,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
343,0,0,0,0,0,3,16,0,46,14,0,0,0,0,0,0,8,47,5,8,13,0,0,0,0,0,51,11,13,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
344,0,0,0,0,0,3,16,0,44,13,0,0,0,0,0,0,7,47,4,7,13,0,0,0,0,0,52,12,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
345,0,0,0,0,0,4,17,0,46,14,0,0,0,0,0,0,8,47,5,8,13,0,0,0,0,0,51,12,13,0,0,0,0,0,0,52,100,50,100,50,100,50,100,50,100,50,100,50,0
346,0,0,0,0,0,3,16,0,46,13,0,0,0,0,0,0,7,47,5,7,13,0,0,0,0,0,53,12,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
347,0,0,0,0,0,4,17,0,46,14,0,0,0,0,0,0,8,47,5,7,13,0,0,0,0,0,50,12,13,0,0,0,0,0,0,52,100,50,100,50,100,50,100,50,100,50,100,50,0
348,0,0,0,0,0,3,16,0,46,13,0,0,0,0,0,0,7,47,5,7,13,0,0,0,0,0,53,13,13,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
349,0,0,0,0,0,4,17,0,46,14,0,0,0,0,0,0,8,47,5,7,13,0,0,0,0,0,50,12,13,0,0,0,0,0,0,52,100,50,100,50,100,50,100,50,100,50,100,50,0
350,0,0,0,0,0,3,16,0,46,13,0,0,0,0,0,0,7,47,5,7,13,0,0,0,0,0,53,12,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
351,0,0,0,0,0,4,17,0,46,14,0,0,0,0,0,0,8,47,5,7,13,0,0,0,0,0,50,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
352,0,0,0,0,0,3,16,0,46,14,0,0,0,0,0,0,8,47,4,7,13,0,0,0,0,0,52,13,13,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
353,0,0,0,0,0,4,17,0,46,14,0,0,0,0,0,0,8,49,5,7,13,0,0,0,0,0,50,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
354,0,0,0,0,0,3,16,0,46,14,0,0,0,0,0,0,8,47,5,7,13,0,0,0,0,0,53,13,13,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
355,0,0,0,0,0,4,17,0,46,14,0,0,0,0,0,0,8,49,6,7,13,0,0,0,0,0,51,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
356,0,0,0,0,0,4,17,0,46,14,0,0,0,0,0,0,8,47,5,7,13,0,0,0,0,0,53,13,13,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
357,0,0,0,0,0,3,17,0,47,14,0,0,0,0,0,0,8,49,6,7,13,0,0,0,0,0,51,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
358,0,0,0,0,0,4,17,0,46,14,0,0,0,0,0,0,8,47,6,7,13,0,0,0,0,0,54,13,13,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
359,0,0,0,0,0,3,17,0,47,14,0,0,0,0,0,0,8,49,6,7,13,0,0,0,0,0,51,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
360,0,0,0,0,0,4,17,0,46,14,0,0,0,0,0,0,8,47,6,7,13,0,0,0,0,0,54,13,13,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
361,0,0,0,0,0,3,17,0,47,14,0,0,0,0,0,0,8,49,6,7,13,0,0,0,0,0,51,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
362,0,0,0,0,0,4,17,0,46,14,0,0,0,0,0,0,8,47,5,7,13,0,0,0,0,0,53,13,13,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
363,0,0,0,0,0,3,17,0,47,14,0,0,0,0,0,0,8,49,6,7,13,0,0,0,0,0,51,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
364,0,0,0,0,0,4,17,0,46,14,0,0,0,0,0,0,8,47,5,7,13,0,0,0,0,0,53,12,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
365,0,0,0,0,0,3,17,0,47,14,0,0,0,0,0,0,8,49,5,6,12,0,0,0,0,0,51,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
366,0,0,0,0,0,4,17,0,46,14,0,0,0,0,0,0,8,47,5,7,13,0,0,0,0,0,50,12,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
367,0,0,0,0,0,3,17,0,47,14,0,0,0,0,0,0,8,49,5,6,12,0,0,0,0,0,51,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
368,0,0,0,0,0,4,17,0,46,14,0,0,0,0,0,0,8,47,5,7,13,0,0,0,0,0,50,12,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
369,0,0,0,0,0,4,18,0,47,14,0,0,0,0,0,0,8,49,5,6,13,0,0,0,0,0,52,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
370,0,0,0,0,0,4,17,0,48,14,0,0,0,0,0,0,8,47,5,7,13,0,0,0,0,0,50,12,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
371,0,0,0,0,0,4,18,0,47,14,0,0,0,0,0,0,8,49,5,6,13,0,0,0,0,0,52,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
372,0,0,0,0,0,4,18,0,49,14,0,0,0,0,0,0,8,47,5,7,14,0,0,0,0,0,51,12,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
373,0,0,0,0,0,4,18,0,47,15,0,0,0,0,0,0,9,49,5,6,13,0,0,0,0,0,52,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
374,0,0,0,0,0,4,18,0,49,14,0,0,0,0,0,0,8,49,5,7,13,0,0,0,0,0,50,12,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
375,0,0,0,0,0,4,18,0,47,15,0,0,0,0,0,0,9,49,5,6,13,0,0,0,0,0,52,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
376,0,0,0,0,0,4,18,0,49,14,0,0,0,0,0,0,8,49,5,7,13,0,0,0,0,0,50,12,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
377,0,0,0,0,0,4,18,0,47,15,0,0,0,0,0,0,9,49,5,6,13,0,0,0,0,0,52,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
378,0,0,0,0,0,3,18,0,48,15,0,0,0,0,0,0,8,50,5,7,13,0,0,0,0,0,50,12,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
379,0,0,0,0,0,4,18,0,47,15,0,0,0,0,0,0,9,49,4,6,13,0,0,0,0,0,51,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
380,0,0,0,0,0,3,18,0,48,15,0,0,0,0,0,0,8,50,5,7,13,0,0,0,0,0,50,12,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
381,0,0,0,0,0,4,18,0,47,15,0,0,0,0,0,0,9,49,5,6,13,0,0,0,0,0,52,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
382,0,0,0,0,0,3,18,0,48,14,0,0,0,0,0,0,8,49,5,7,13,0,0,0,0,0,50,12,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
383,0,0,0,0,0,4,18,0,47,15,0,0,0,0,0,0,9,49,4,6,13,0,0,0,0,0,51,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
384,0,0,0,0,0,3,18,0,48,15,0,0,0,0,0,0,8,50,5,7,13,0,0,0,0,0,50,12,13,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,50,100,50,0
385,0,0,0,0,0,4,18,0,47,15,0,0,0,0,0,0,9,49,4,6,13,0,0,0,0,0,51,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
386,0,0,0,0,0,4,19,0,48,14,0,0,0,0,0,0,8,49,5,7,13,0,0,0,0,0,50,13,13,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
387,0,0,0,0,0,4,18,0,49,15,0,0,0,0,0,0,9,49,4,6,13,0,0,0,0,0,51,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
388,0,0,0,0,0,4,19,0,48,14,0,0,0,0,0,0,8,49,5,7,13,0,0,0,0,0,50,13,13,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
389,0,0,0,0,0,4,18,0,49,15,0,0,0,0,0,0,9,49,4,6,13,0,0,0,0,0,51,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
390,0,0,0,0,0,4,19,0,48,14,0,0,0,0,0,0,8,49,5,7,13,0,0,0,0,0,50,13,13,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
391,0,0,0,0,0,4,18,0,49,15,0,0,0,0,0,0,9,49,4,6,13,0,0,0,0,0,51,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
392,0,0,0,0,0,4,19,0,48,14,0,0,0,0,0,0,8,49,5,7,13,0,0,0,0,0,50,13,13,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
393,0,0,0,0,0,4,18,0,49,15,0,0,0,0,0,0,9,49,4,6,13,0,0,0,0,0,51,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
394,0,0,0,0,0,4,19,0,48,14,0,0,0,0,0,0,8,49,5,6,13,0,0,0,0,0,49,13,13,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
395,0,0,0,0,0,4,18,0,49,15,0,0,0,0,0,0,9,49,5,6,13,0,0,0,0,0,52,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
396,0,0,0,0,0,4,19,0,48,14,0,0,0,0,0,0,8,49,5,6,13,0,0,0,0,0,49,12,12,0,0,0,0,0,0,49,100,50,100,50,100,50,100,50,100,50,100,50,0
397,0,0,0,0,0,4,18,0,49,15,0,0,0,0,0,0,9,49,5,6,12,0,0,0,0,0,51,12,12,0,0,0,0,0,0,51,100,50,100,50,100,50,100,50,100,50,100,50,0
